following,followers,actions,is_retweet,location,Type
0.0,0.0,0.0,0.0,Global citizen,Quality
1959.0,328.0,4667.0,0.0,"ninth ward , new orleans",Spam
10841.0,17326.0,6794.0,1.0,#resist,Spam
0.0,55300.0,,0.0,,Quality
1959.0,2017.0,1835.0,1.0,"General Trias, Cavite",Spam
0.0,0.0,0.0,0.0,maisy cyan anna luke ashli,Quality
4321.0,3091.0,30842.0,0.0,"Red Bank, NJ",Spam
1048.0,1421.0,16593.0,1.0,Jungles and the Sea,Spam
8556.0,12273.0,29606.0,0.0,"Lake County, OH",Spam
974.0,2441.0,3990.0,0.0,DC,Spam
1708.0,1954.0,2345.0,1.0,Newcastle/Sunderland,Spam
0.0,26300.0,,0.0,Brighton City Airport,Quality
0.0,478000.0,,0.0,Istanbul,Quality
20424.0,44043.0,14015.0,0.0,ATL & Palm Beach-South Beach,Spam
3187.0,3712.0,4152.0,0.0,"Ohio, USA",Spam
1810.0,2283.0,1431.0,1.0,Gainesville,Spam
8555.0,12277.0,29993.0,0.0,Huberheights oh,Spam
10696.0,15280.0,8609.0,0.0,오타모에,Spam
0.0,0.0,0.0,0.0,1/2 nsfw,Quality
0.0,13500.0,8.0,0.0,Global,Quality
6952.0,15004.0,14553.0,1.0,jaehyun's.,Spam
0.0,0.0,,0.0,,Quality
0.0,0.0,0.0,0.0,"Tampa, FL",Quality
544.0,1016.0,6699.0,1.0,البلاد الشاكية جرحها للصديد..,Spam
0.0,0.0,,1.0,"Yorktown, Virginia",Quality
0.0,0.0,20.0,0.0,,Quality
0.0,0.0,59.0,0.0,cardiff baby,Spam
0.0,0.0,,0.0,"Cebu City, Central Visayas",Quality
0.0,16200.0,,0.0,"757, VA, DMV, NYC",Quality
0.0,0.0,,1.0,,Quality
2564.0,702.0,2951.0,1.0,"Montreal, Canada",Spam
704.0,123.0,423.0,0.0,ct,Spam
0.0,0.0,,0.0,hogwarts,Quality
1953.0,1331.0,3073.0,0.0,"Lahore, Pakistan",Spam
0.0,60600.0,,0.0,The United States,Quality
4518.0,5665.0,12048.0,0.0,bts' heart,Spam
2154.0,2091.0,5869.0,1.0,Bayu baya,Spam
1938.0,895.0,462.0,0.0,Casablanca,Spam
478.0,214.0,572.0,1.0,ct,Spam
207.0,3.0,74.0,1.0,#PSN: JRO227_,Spam
0.0,0.0,2.0,0.0,"Edinburgh, United Kingdom",Quality
4891.0,1995.0,3874.0,0.0,"King of Prussia, PA",Spam
4390.0,24307.0,32919.0,0.0,TV. RADIO. PRINT. WEB. RETAIL,Spam
0.0,0.0,,0.0,⬇️ My Thread of Threads  ⬇️,Quality
0.0,10100.0,,0.0,les fins,Quality
14349.0,53469.0,17718.0,0.0,"Fairbanks, AK",Spam
0.0,9350000.0,,0.0,,Quality
0.0,1920000.0,,0.0,Las Vegas,Quality
9974.0,27841.0,44491.0,0.0,"Reedley, CA",Spam
0.0,0.0,122.0,0.0,Baltimore,Quality
48.0,132.0,951.0,1.0,England,Spam
0.0,0.0,0.0,0.0,"Harriman, TN",Quality
0.0,14500.0,,0.0,Southeast,Quality
748.0,598.0,1262.0,1.0,exo ifnt vixx nct bp twice 9%,Spam
,0.0,0.0,0.0,,Quality
0.0,0.0,0.0,0.0,Brasil,Quality
574.0,904.0,2268.0,1.0,"Shrewsbury, England",Spam
1624.0,1946.0,3340.0,1.0,"Bleary, Northern Ireland",Spam
5077.0,17068.0,26378.0,0.0,"Todmorden, England",Spam
5079.0,15266.0,12684.0,0.0,xbox live,Spam
1200.0,1018.0,1291.0,1.0,Twitter TL 👼 👼,Spam
0.0,0.0,,1.0,"Maryland, USA",Quality
7581.0,16183.0,24828.0,0.0,"Surrey, UK",Spam
0.0,207000.0,223.0,0.0,,Quality
0.0,0.0,,0.0,,Quality
8494.0,19039.0,8623.0,0.0,misandry island,Spam
0.0,0.0,,0.0,**WorldWide**,Quality
14351.0,53467.0,17716.0,0.0,MIA,Spam
0.0,0.0,,0.0,Puerto Rico  🇵🇷,Quality
1933.0,2462.0,16210.0,1.0,Waltham Forest,Spam
0.0,0.0,,0.0,,Quality
8688.0,12306.0,15471.0,0.0,"Union Beach, NJ",Spam
0.0,14700.0,,0.0,tzuyu kor-eng translations,Quality
1963.0,623.0,298.0,0.0,Puerto Rico,Spam
6541.0,6802.0,1021.0,0.0,"Phoenix, Arizona",Spam
0.0,0.0,0.0,0.0,No York City,Quality
0.0,0.0,0.0,0.0,,Quality
0.0,0.0,,1.0,"Brighton, MI",Quality
0.0,0.0,,0.0,,Quality
0.0,0.0,2.0,0.0,,Quality
0.0,0.0,41.0,0.0,,Quality
863.0,1075.0,4207.0,1.0,"Greece,Athens,marousi",Spam
6590.0,17091.0,3227.0,0.0,"West Hartford, CT",Spam
0.0,0.0,111.0,0.0,Los Angeles,Quality
1483.0,2003.0,3638.0,1.0,"Arlington, VA",Spam
0.0,0.0,,0.0,Oklahoma City-Holdenville,Quality
3859.0,12736.0,16558.0,0.0,somewhere in france,Spam
128000.0,136000.0,135.0,0.0,,Quality
0.0,0.0,18.0,0.0,,Quality
15985.0,14572.0,878.0,1.0,In her’s,Spam
2333.0,2735.0,28878.0,1.0,spain,Spam
770.0,891.0,6712.0,1.0,"40.255588,-76.877092",Spam
5000.0,3260.0,7347.0,1.0,"Punjab, Pakistan",Spam
766.0,753.0,1729.0,1.0,alone,Spam
10312.0,11428.0,15681.0,0.0,USA-California,Spam
1043.0,1427.0,16810.0,1.0,Melbourne,Spam
723.0,783.0,4293.0,1.0,"Southeast Washington, DC",Spam
0.0,0.0,0.0,0.0,Soufside Jamaica Queens,Quality
5399.0,12848.0,15874.0,0.0,Zimbabwe,Spam
0.0,0.0,0.0,0.0,"Edinburgh, Scotland",Quality
2576.0,2276.0,2457.0,1.0,말레이시아,Spam
38400.0,34900.0,10.0,0.0,joan.ponslaplana@nhs.net,Quality
10371.0,12001.0,10122.0,0.0,🇸🇬 싱가포르 ♡,Spam
9125.0,28624.0,45825.0,0.0,macon | clarkatl | chem major,Spam
0.0,5050000.0,,0.0,"Seoul, Korea",Quality
0.0,0.0,,0.0,,Quality
0.0,0.0,0.0,0.0,,Quality
0.0,32500.0,0.0,0.0,California,Quality
0.0,312000.0,204.0,0.0,New Mexico,Quality
0.0,0.0,,0.0,,Quality
937.0,1100.0,1739.0,1.0,"Kyle, TX",Spam
0.0,0.0,0.0,0.0,Tokyo,Quality
5016.0,12850.0,15883.0,0.0,luke followed me for Christmas,Spam
10248.0,11264.0,20660.0,0.0,"Washington, USA",Spam
247.0,2537.0,157036.0,0.0,"Somerville, MA",Spam
1696.0,1609.0,3920.0,1.0,"ninth ward , new orleans",Spam
0.0,0.0,0.0,0.0,"San Jose, CA",Quality
0.0,90200000.0,,0.0,,Quality
3251.0,4791.0,7098.0,0.0,yuh muddacunt,Spam
0.0,0.0,0.0,0.0,Allentown PA,Quality
704.0,763.0,5684.0,1.0,"Dublin City, Ireland",Spam
2966.0,1321.0,3547.0,0.0,Always on top,Spam
2838.0,2697.0,1849.0,1.0,Pembrokeshire,Spam
2335.0,2730.0,27723.0,1.0,cardiff baby,Spam
4946.0,17452.0,11780.0,0.0,170402 171117 180905,Spam
0.0,0.0,,0.0,"Monterey Park, CA",Quality
3915.0,1842.0,3700.0,0.0,satx,Spam
546.0,997.0,5059.0,1.0,Des Moines,Spam
2290.0,2245.0,3146.0,0.0,Iran,Spam
2682.0,2875.0,10739.0,0.0,IG @CMSPALEMBANG,Spam
0.0,0.0,9.0,0.0,"Oklahoma, USA",Quality
0.0,0.0,0.0,0.0,"South Carolina, USA",Quality
0.0,0.0,,0.0,Lucknow,Quality
0.0,0.0,,0.0,"Sandton, South Africa",Quality
430.0,227.0,566.0,1.0,Twilight Zone,Spam
6047.0,10930.0,12805.0,1.0,"Ottawa, Canada & USA",Spam
1983.0,1043.0,2592.0,0.0,bts rv loona exid,Spam
0.0,0.0,0.0,0.0,"Gurgaon, India",Quality
4079.0,1091.0,2697.0,0.0,Republic of the Philippines,Spam
8947.0,12331.0,14252.0,0.0,"Guangxi,China",Spam
0.0,14800.0,22.0,0.0,Colorado,Quality
0.0,0.0,,0.0,,Quality
0.0,0.0,,0.0,"Kothagudem , Telangana",Quality
5772.0,13319.0,15832.0,0.0,Jakarta-Indonesia,Spam
857.0,178.0,870.0,0.0,The Mancave,Spam
0.0,0.0,,0.0,WORLD WIDE,Quality
,0.0,0.0,0.0,terram fatali,Quality
246.0,2206.0,147728.0,1.0,"Parliament Buildings, Belfast",Spam
0.0,423000.0,,0.0,,Quality
521.0,876.0,5655.0,1.0,YONG JUNHYUNG SIDE LEAF RAIN-NOUS SOULMISOO,Spam
0.0,0.0,,0.0,,Quality
0.0,0.0,,0.0,la-htx,Quality
2891.0,641.0,917.0,0.0,MPLS,Spam
0.0,0.0,0.0,0.0,"Lumberton, NC",Quality
0.0,0.0,91.0,0.0,"dinwiddie,va",Quality
75019.0,115897.0,9334.0,0.0,"Jacksonville Beach, FL",Spam
0.0,0.0,,0.0,The Netherlands,Quality
1036.0,218.0,679.0,1.0,ygnewgg,Spam
18400.0,31500.0,3.0,0.0,"Washington, DC",Quality
836.0,917.0,6878.0,1.0,Depok,Spam
98200.0,867000.0,,0.0,"Colorado, USA",Quality
5964.0,27253.0,10757.0,0.0,Ipswich,Spam
0.0,0.0,,1.0,CHIRAQ ✈STL ✈716 ✈ ATL ✈,Quality
0.0,90600.0,296.0,0.0,Sone Land,Quality
0.0,0.0,,0.0,france,Quality
245.0,2094.0,142952.0,0.0,영원히워너원,Spam
5126.0,16806.0,32863.0,0.0,"Staten Island, NY",Spam
1505.0,1913.0,1997.0,1.0,w astrid,Spam
528.0,911.0,3047.0,1.0,402-LA,Spam
0.0,0.0,,0.0,Cogeo Antipolo City,Quality
0.0,0.0,,1.0,,Quality
2902.0,239.0,398.0,0.0,CVT,Spam
0.0,23300.0,,0.0,Philadelphia,Quality
0.0,0.0,0.0,0.0,,Quality
2945.0,716.0,3161.0,0.0,Right Near Da Beach,Spam
0.0,0.0,,0.0,Venezuela,Quality
4143.0,2509.0,15782.0,0.0,Ipoh,Spam
4855.0,13920.0,11265.0,0.0,"Los Angeles,CA x Houston,Tx",Spam
0.0,0.0,0.0,0.0,42-42-564,Quality
0.0,0.0,0.0,0.0,,Quality
8555.0,12274.0,29944.0,0.0,"St Simons, GA",Spam
0.0,0.0,,0.0,바빠서 Sorry 아이구,Quality
977.0,111.0,213.0,0.0,Africa is home,Spam
0.0,0.0,,0.0,Soufside of Atlanta,Quality
0.0,0.0,0.0,0.0,Online!,Quality
0.0,0.0,0.0,0.0,,Quality
0.0,17900.0,7.0,0.0,"South End, CTX",Quality
635.0,687.0,1384.0,1.0,"Malabon City, Philippines",Spam
419.0,181.0,543.0,0.0,cooler than where the sodas go,Spam
0.0,0.0,0.0,0.0,"Fort Pierce, FL",Quality
0.0,0.0,,1.0,,Quality
1698.0,2042.0,7263.0,1.0,Catholic University of America,Spam
0.0,0.0,0.0,0.0,NYC  📍,Quality
0.0,0.0,0.0,0.0,Sierra Leone,Quality
7267.0,14194.0,19218.0,0.0,Mainly London UK,Spam
10343.0,11440.0,12056.0,0.0,Helsinki,Spam
,0.0,0.0,0.0,,Quality
0.0,0.0,0.0,0.0,나의 원더랜드 :),Quality
0.0,0.0,,0.0,Morocco,Quality
,0.0,0.0,0.0,"Paris, France",Quality
0.0,0.0,,0.0,"Atlanta, GA",Quality
0.0,63200.0,,0.0,"Milano, Italia",Quality
74.0,132.0,1830.0,1.0,Teshie Estate no. 3 Oak Street,Spam
0.0,0.0,0.0,0.0,"Florianópolis, Brazil",Quality
0.0,221000.0,711.0,0.0,"Cambridge, England",Quality
0.0,0.0,0.0,0.0,UK,Quality
0.0,0.0,0.0,0.0,,Quality
14342.0,13270.0,21568.0,0.0,Southern California,Spam
0.0,0.0,0.0,0.0,Amsterdam and Minneapolis,Quality
8123.0,20559.0,18666.0,0.0,Netherlands,Spam
0.0,0.0,,0.0,Found myself,Quality
920.0,815.0,3088.0,1.0,"Holte, Denmark, Earth",Spam
0.0,0.0,0.0,0.0,Jakarta - Indonesia,Quality
11001.0,35201.0,10246.0,0.0,Nashville,Spam
4848.0,1674.0,1993.0,0.0,ct,Spam
615.0,423.0,1106.0,1.0,Az,Spam
0.0,0.0,0.0,0.0,The Clarke Belt,Quality
67.0,69.0,134.0,0.0,"Altoona, PA",Spam
0.0,0.0,2.0,0.0,Leeds,Quality
4778.0,2741.0,5005.0,0.0,"Norcross, GA",Spam
4253.0,3019.0,29085.0,0.0,pa,Spam
0.0,111000.0,,0.0,Black Lives Matter,Quality
15500.0,32000.0,0.0,0.0,London & Somewhere Sunny,Quality
10245.0,11259.0,21009.0,0.0,-------,Spam
10442.0,16180.0,19193.0,0.0,HTX-PG,Spam
0.0,2270000.0,,0.0,,Quality
5149.0,16856.0,31935.0,0.0,Great Britain,Spam
31600.0,31900.0,,0.0,Fangs with an Attitude,Quality
0.0,3640000.0,,0.0,"Culver City, CA",Quality
0.0,0.0,0.0,0.0,Wall Street,Quality
529.0,906.0,3268.0,1.0,filipinas,Spam
3911.0,1043.0,422.0,0.0,"ÜT: 42.460262,-71.022999",Spam
0.0,0.0,,1.0,Meme fields,Quality
5924.0,7593.0,5923.0,0.0,manchester/leeds,Spam
14442.0,13264.0,12684.0,0.0,Sudbury,Spam
6149.0,11632.0,552.0,0.0,A.R.M.Y,Spam
9777.0,13231.0,7402.0,1.0,Казань,Spam
0.0,0.0,,1.0,高知県南国市浜改田1330-1番地,Quality
2944.0,708.0,2787.0,0.0,emily ♡,Spam
0.0,0.0,,0.0,Scranton the Electric City,Quality
4763.0,4083.0,9559.0,1.0,"Nerd-town, USA",Spam
0.0,0.0,,1.0,sam.morrison@me.com,Quality
0.0,0.0,5.0,0.0,"Malibu, CA",Quality
859.0,1079.0,5449.0,1.0,"Hidden Hills, CA",Spam
5352.0,16343.0,2484.0,0.0,Most likely at some airport,Spam
0.0,0.0,,0.0,oppa's loving arms,Quality
5304.0,14898.0,17421.0,0.0,QC x Baguio,Spam
0.0,58800.0,,0.0,West Seattle,Quality
419.0,705.0,1723.0,1.0,National and International,Spam
2965.0,443.0,520.0,0.0,Nonchalant asf,Spam
0.0,0.0,,0.0,along españa,Quality
0.0,0.0,0.0,0.0,,Quality
2943.0,791.0,4680.0,0.0,Dobrich,Spam
0.0,8.0,3861.0,0.0,PG County,Spam
15576.0,49554.0,15597.0,0.0,"Alicante, España",Spam
14178.0,13259.0,34457.0,0.0,"Wellington, Shropshire UK",Spam
0.0,0.0,0.0,0.0,,Quality
0.0,80100.0,,0.0,,Quality
1945.0,196.0,3867.0,0.0,Texas USA,Spam
1273.0,1894.0,2822.0,1.0,"boston, ma",Spam
4570.0,15818.0,24411.0,0.0,"Jacksonville, FL",Spam
0.0,0.0,0.0,0.0,,Quality
6318.0,17892.0,11357.0,0.0,Malaysia,Spam
0.0,0.0,,0.0,Sacramento California,Quality
4732.0,14436.0,14186.0,0.0,NYC/Orlando,Spam
12979.0,15135.0,1728.0,0.0,Southport,Spam
0.0,0.0,0.0,0.0,,Quality
1789.0,1645.0,2247.0,1.0,Hereford_UK,Spam
13700.0,99300.0,31.0,0.0,"Washington, DC",Quality
0.0,0.0,0.0,0.0,Somewhere healing & trusting,Quality
0.0,0.0,23.0,0.0,Bristol,Quality
910.0,964.0,2514.0,1.0,Right Behind You,Spam
14417.0,13225.0,15561.0,0.0,Jamaica || Stamford Bridge,Spam
0.0,24300.0,,0.0,,Quality
0.0,470000.0,41.0,0.0,Johannesburg,Quality
0.0,0.0,0.0,0.0,,Quality
5729.0,7114.0,16067.0,0.0,"Indy, SF, NYC  ✈️",Spam
0.0,0.0,0.0,0.0,"Paterson, Atlanta, Miami",Quality
1998.0,833.0,1609.0,0.0,"Modesto, CA",Spam
336.0,50.0,363.0,1.0,"Lakeville & Duluth, MN-London",Spam
0.0,0.0,0.0,0.0,"England, United Kingdom",Quality
23017.0,23948.0,2820.0,1.0,"Lubbock, TX",Spam
882.0,822.0,3482.0,1.0,【ＬＥＷＤ＼ＳＥＲＩＯＵＳ！！！】,Spam
4298.0,3403.0,12632.0,0.0,dtx,Spam
0.0,0.0,,0.0,Louisiana,Quality
4305.0,3386.0,17570.0,0.0,【ＬＥＷＤ＼ＳＥＲＩＯＵＳ！！！】,Spam
4996.0,2667.0,6364.0,0.0,"Milano, Italia",Spam
0.0,0.0,279.0,0.0,,Quality
2492.0,2959.0,3329.0,0.0,xbox live,Spam
8824.0,12661.0,14586.0,0.0,"Austin, TX // Providence, RI",Spam
2015.0,475.0,3152.0,0.0,ᶜʰᵘⁿᵍʰᵃ ˣ ˢᵘⁿᵍ ᵏʸᵘⁿᵍ,Spam
10312.0,11385.0,15951.0,0.0,Dog's favorite places,Spam
0.0,0.0,0.0,0.0,"Auckland, New Zealand",Quality
0.0,0.0,,0.0,,Quality
7749.0,18051.0,12777.0,0.0,TiE Institute Delhi co-chair,Spam
7524.0,18058.0,13016.0,0.0,Lagos.,Spam
0.0,0.0,0.0,0.0,"Fresno, CA",Quality
0.0,39900.0,,0.0,Africa is home,Quality
878.0,832.0,3045.0,1.0,KUWAIT,Spam
0.0,18700.0,2.0,0.0,UK,Quality
0.0,0.0,,0.0,sc: chillimonroe,Quality
0.0,0.0,0.0,0.0,"El Monte, CA",Quality
1195.0,1092.0,9338.0,1.0,"Scotland, UK",Spam
94.0,49.0,360.0,0.0,"Perth South, Ontario",Spam
0.0,0.0,,0.0,"South Carolina, USA",Quality
10178.0,20889.0,17402.0,1.0,WWE Universe,Spam
0.0,16600.0,,0.0,,Quality
863.0,1381.0,3238.0,1.0,EVERY MAJOR PARTY SCENE,Spam
0.0,0.0,,0.0,,Quality
1044.0,1345.0,1828.0,1.0,°•☆Prince Uly's World☆•°,Spam
0.0,10200000.0,,0.0,"Madrid, Spain",Quality
1583.0,1867.0,1574.0,0.0,just ask,Spam
0.0,13000.0,,0.0,IG: Savonslvter,Quality
0.0,0.0,0.0,0.0,"Johannesburg, South Africa",Quality
1010.0,178.0,270.0,0.0,"Quezon city,Fairview",Spam
31012.0,48709.0,7247.0,0.0,"Central Region, Singapore",Spam
0.0,41000.0,19.0,0.0,"Harlem, NY",Quality
12000.0,12500.0,97.0,0.0,Canada,Quality
0.0,0.0,1476.0,0.0,,Quality
9150.0,15921.0,9678.0,0.0,"ÜT: 39.8771,-75.255737",Spam
792.0,904.0,3308.0,1.0,160511,Spam
4693.0,2595.0,1750.0,0.0,India,Spam
307.0,672.0,3151.0,1.0,"Kettering, Ohio",Spam
0.0,0.0,,1.0,,Quality
4734.0,2803.0,4644.0,0.0,"CA, USA",Spam
2638.0,968.0,858.0,0.0,Sri Lanka,Spam
0.0,0.0,94.0,0.0,,Quality
606.0,409.0,15124.0,1.0,"Alabama, USA",Spam
0.0,0.0,0.0,0.0,,Quality
,0.0,0.0,0.0,"Kano, Nigeria",Quality
0.0,0.0,0.0,0.0,,Quality
0.0,0.0,,0.0,,Quality
3753.0,4152.0,8303.0,0.0,"Hillsboro, OR",Spam
6153.0,59442.0,49062.0,0.0,grind world,Spam
0.0,0.0,0.0,0.0,,Quality
0.0,0.0,0.0,0.0,Ugh. Here.,Quality
624.0,10.0,413.0,0.0,616/MCU,Spam
0.0,0.0,205.0,0.0,emily ♡,Quality
9074.0,11882.0,2820.0,0.0,,Spam
88000.0,116000.0,85.0,0.0,*Parody Account to Inspire*,Quality
5189.0,8296.0,18538.0,0.0,NPA,Spam
0.0,10600.0,42.0,0.0,,Quality
0.0,5220000.0,,0.0,"ÜT: 32.712541,-117.164504",Quality
0.0,0.0,,0.0,YNK,Quality
0.0,0.0,,1.0,Surrey,Quality
0.0,0.0,22.0,0.0,,Quality
832.0,892.0,1571.0,1.0,vinny@sigaint.org,Spam
0.0,0.0,0.0,0.0,"Seattle, WA",Quality
61.0,12.0,1410.0,0.0,Maine,Spam
0.0,0.0,,0.0,Texas,Quality
0.0,0.0,,0.0,The Planet Cygnus!!!,Quality
6352.0,17809.0,9319.0,0.0,"İzmir, Türkiye",Spam
4320.0,3092.0,31276.0,0.0,Casablanca,Spam
0.0,0.0,0.0,0.0,with money in a meeting,Quality
253.0,2631.0,165338.0,1.0,Magyarország,Spam
4890.0,1811.0,4785.0,0.0,"Queensland, Australia",Spam
1147.0,831.0,2562.0,1.0,Dublin,Spam
0.0,669000.0,,0.0,The United States,Quality
0.0,272000.0,31.0,0.0,Washington DC,Quality
620.0,66.0,1938.0,0.0,Philly,Spam
3677.0,24599.0,2632.0,0.0,the Wild Wild West,Spam
0.0,6200000.0,,1.0,"los angeles, ca",Quality
2911.0,718.0,675.0,0.0,Wherever I want...,Spam
0.0,0.0,0.0,0.0,USA,Quality
0.0,0.0,,0.0,"Alabama, USA",Quality
0.0,0.0,,0.0,"Marylebone, London",Quality
1679.0,1578.0,4588.0,1.0,somewhere over the rainbow,Spam
1262.0,1457.0,2118.0,1.0,Lincoln Tunnel,Spam
982.0,3151.0,33024.0,0.0,Holyrood,Spam
0.0,0.0,0.0,0.0,"Spring, TX",Quality
19.0,2.0,478.0,0.0,east atlanta,Spam
885.0,5804.0,7030.0,0.0,Not Found,Spam
4813.0,2430.0,2127.0,0.0,Minnesota / North Dakota,Spam
1860.0,1478.0,2228.0,1.0,Sacramento California,Spam
0.0,0.0,28.0,0.0,,Quality
,2100000.0,,0.0,,Quality
2965.0,990.0,2036.0,0.0,Treat People With Kindness,Spam
3768.0,2334.0,2616.0,0.0,Leeds/B'ham,Spam
0.0,0.0,,1.0,,Quality
3315.0,2419.0,2652.0,1.0,Sylvanian Village,Spam
0.0,0.0,,0.0,"Liverpool, England",Quality
0.0,0.0,0.0,0.0,"Punjab, Pakistan",Quality
1568.0,1605.0,1075.0,0.0,Nigeria,Spam
0.0,0.0,0.0,0.0,,Quality
246.0,2217.0,147924.0,1.0,Massachusetts,Spam
5955.0,60626.0,46211.0,0.0,919USA  www brain mindmap tv,Spam
1795.0,894.0,2123.0,1.0,North Carolina,Spam
8773.0,14322.0,4553.0,1.0,Mt.pleasant sc,Spam
14435.0,13242.0,14441.0,0.0,"Tysons Corner, VA",Spam
1969.0,993.0,949.0,0.0,In my shell  🐚,Spam
0.0,0.0,0.0,0.0,"South Austin, TX",Quality
0.0,26000.0,,0.0,jb & camila follows,Quality
3956.0,763.0,73.0,0.0,Brooklyn,Spam
0.0,0.0,,0.0,"Mumbai, India",Quality
0.0,0.0,,0.0,,Quality
0.0,0.0,,0.0,,Quality
0.0,154.0,8969.0,1.0,أهل المنامة,Spam
0.0,0.0,0.0,0.0,Bodegraven,Quality
6599.0,8865.0,10776.0,1.0,Netherlands,Spam
0.0,269000.0,0.0,0.0,,Quality
0.0,0.0,0.0,0.0,,Quality
5899.0,15331.0,23822.0,0.0,190507 kyuhyun,Spam
19.0,0.0,754.0,0.0,"South Wales,UK",Spam
10222.0,18108.0,8967.0,0.0,The Forest of Dean & Wye Valley,Spam
0.0,0.0,,0.0,,Quality
8138.0,14141.0,15102.0,0.0,new england,Spam
1229.0,396.0,61.0,0.0,"Chanthaburi, Thailand",Spam
305.0,739.0,9036.0,1.0,a,Spam
91200.0,509000.0,1063.0,0.0,Elk Grove Village,Quality
0.0,0.0,,0.0,"Joplin, Missouri",Quality
0.0,0.0,341.0,0.0,,Quality
707.0,735.0,4059.0,1.0,"Port Arthur, TX",Spam
1950.0,1360.0,3405.0,0.0,"Legazpi City, Bicol Region",Spam
0.0,0.0,,0.0,turn on notifications,Quality
2001.0,1070.0,4046.0,0.0,"Kentucky, USA",Spam
4753.0,2336.0,241.0,0.0,"देहात,ईन्डिया",Spam
20300.0,154000.0,184.0,0.0,Canada,Quality
832.0,704.0,1623.0,1.0,Magyarország,Spam
0.0,0.0,0.0,0.0,Black Lives Matter City,Quality
0.0,0.0,0.0,0.0,,Quality
0.0,70500.0,631.0,0.0,master threadlist,Quality
17335.0,25988.0,36571.0,0.0,48Fam Soul,Spam
0.0,0.0,,0.0,new york city,Quality
2468.0,1170.0,2165.0,0.0,Azania,Spam
0.0,4280000.0,106.0,0.0,Studio 1A,Quality
14052.0,13215.0,45972.0,0.0,somewhere hustling,Spam
10403.0,12006.0,8723.0,0.0,"March 9th, 2009–May 16th, 2016",Spam
14196.0,13260.0,33075.0,0.0,California/France,Spam
2298.0,2781.0,35490.0,1.0,chasing my dreams,Spam
0.0,0.0,15.0,0.0,"Cairo,Egypt",Quality
745.0,808.0,4449.0,1.0,A Lake named Chennai,Spam
0.0,0.0,,1.0,,Quality
1789.0,1716.0,1979.0,1.0,"Edenton, NC",Spam
4690.0,1041.0,2222.0,0.0,"Mobile, AL",Spam
0.0,0.0,,1.0,Voted Blue,Quality
0.0,0.0,96.0,0.0,"Los Angeles, CA",Quality
0.0,0.0,0.0,0.0,"California, USA",Quality
0.0,0.0,,0.0,"Calgary, Alberta",Quality
0.0,0.0,19.0,0.0,,Quality
4850.0,16921.0,27259.0,0.0,"Indiana, USA",Spam
0.0,0.0,0.0,0.0,"Tampa, FL",Quality
3991.0,6087.0,6157.0,0.0,ALEGRIA SINCE 11-17-15,Spam
0.0,0.0,375.0,0.0,In gods country,Spam
0.0,0.0,,0.0,,Quality
7800.0,16868.0,20442.0,0.0,England,Spam
2343.0,2537.0,15950.0,0.0,CHENLE  💌,Spam
0.0,0.0,0.0,0.0,"Billings, MT",Quality
0.0,103000.0,0.0,0.0,"Lisbon, Portugal",Quality
0.0,0.0,6.0,0.0,,Quality
1862.0,2065.0,4203.0,1.0,"Lowell, MA",Spam
0.0,0.0,,0.0,"Toronto(ish), ON",Quality
532.0,881.0,1702.0,1.0,Romania,Spam
0.0,0.0,0.0,0.0,"New York, USA",Quality
42600.0,41800.0,4.0,0.0,"Harpers Ferry, WV",Quality
0.0,65.0,265.0,0.0,Soufside Jamaica Queens,Spam
141000.0,196000.0,,0.0,[#1 Fan/Parody Account],Quality
1197.0,1334.0,1477.0,1.0,pa,Spam
0.0,0.0,,0.0,"Nova Scotia, Canada",Quality
896.0,858.0,3345.0,1.0,"Liverpool, United Kingdom",Spam
0.0,1.0,210.0,0.0,"Columbus AFB, Mississippi",Spam
0.0,1500000.0,,0.0,Mumbai,Quality
0.0,0.0,0.0,0.0,"England, United Kingdom",Quality
0.0,0.0,2.0,0.0,"Toronto, Ontario",Quality
16267.0,20142.0,12191.0,0.0,"Fingal, Ireland",Spam
2338.0,2700.0,1609.0,1.0,"Atlanta, Nigeria",Spam
18019.0,26029.0,35444.0,0.0,Locating...,Spam
0.0,1280000.0,444.0,0.0,,Quality
4850.0,13874.0,17732.0,0.0,"Port Huron, MI",Spam
0.0,0.0,,0.0,,Quality
0.0,0.0,,0.0,,Quality
0.0,0.0,,1.0,"Arlington, TX",Quality
0.0,0.0,4.0,0.0,Dont Kno prolly Da Basedment,Quality
0.0,0.0,,0.0,Ghana,Quality
4868.0,893.0,508.0,0.0,M98,Spam
2951.0,681.0,2519.0,0.0,Rollin on a river,Spam
0.0,0.0,,0.0,Courtroom No. 2,Quality
0.0,31300.0,,0.0,Nilai,Quality
543.0,476.0,6549.0,0.0,KRIS ❤CHANYEOL,Spam
0.0,0.0,,1.0,,Quality
471.0,445.0,1258.0,1.0,Gym,Spam
3959.0,5324.0,5969.0,0.0,"Doncaster, England",Spam
0.0,13500.0,,0.0,St Helens & Westminster,Quality
3938.0,2411.0,188.0,0.0,#PSN: JRO227_,Spam
0.0,0.0,,0.0,,Quality
0.0,0.0,0.0,0.0,Boston,Quality
0.0,0.0,0.0,0.0,,Quality
0.0,0.0,0.0,0.0,lrh/4,Quality
2448.0,2785.0,11719.0,1.0,California/Arizona,Spam
13355.0,21686.0,53372.0,0.0,Snapchat  👻 Simongamer987,Spam
